DIACL_ID	CHECKED	COMMENT	CONCEPT	CONCEPT_ID	CORRECT	DIACL_ID	ENGLISH	FORM	GLOTTOCODE	LANGUAGE	LATITUDE	LONGITUDE	PROBLEM
43900-1022-1	F		EARTH (SOIL)	1228		28217	earth (soil, ground)	bhū-, bhūmi-	sans1269	Sanskrit	20	77	
43900-1022-2	F		EARTH (SOIL)	1228		28218	earth (soil, ground)	pṛthivi-	sans1269	Sanskrit	20	77	
43900-1022-3	F		EARTH (SOIL)	1228		28219	earth (soil, ground)	mahī-	sans1269	Sanskrit	20	77	
43900-1022-4	F		EARTH (SOIL)	1228		28220	earth (soil, ground)	kṣam	sans1269	Sanskrit	20	77	
43900-1023-1	T		EAT	1336	T	28221	to eat	ad-	sans1269	Sanskrit	20	77	
43900-1023-2	F		EAT	1336		28222	to eat	ghas-	sans1269	Sanskrit	20	77	
43900-1023-3	T		EAT	1336	T	28223	to eat	aś-	sans1269	Sanskrit	20	77	
43900-3011-1	F		BOW	994		28224	bow	bhuj-	sans1269	Sanskrit	20	77	
43900-1023-4	F		EAT	1336		28224	to eat	bhuj-	sans1269	Sanskrit	20	77	
43900-1023-5	F		EAT	1336		28225	to eat	khā́dati	sans1269	Sanskrit	20	77	
43900-1024-1	F		EGG	744		28226	egg	āṇḍá-	sans1269	Sanskrit	20	77	
43900-1024-2	F		EGG	744		28227	egg	ḍimba-	sans1269	Sanskrit	20	77	
43900-1025-1	T		EYE	1248	T	28228	eye	akṣi-	sans1269	Sanskrit	20	77	
43900-1025-2	F		EYE	1248		28229	eye	locana-	sans1269	Sanskrit	20	77	
43900-1025-3	F		EYE	1248		28230	eye	netra-	sans1269	Sanskrit	20	77	
43900-1026-1	F		FAT (ORGANIC SUBSTANCE)	323		28231	fat (organic substance)	pīvra-	sans1269	Sanskrit	20	77	
43900-1026-2	F		FAT (ORGANIC SUBSTANCE)	323		28232	fat (organic substance)	medas-	sans1269	Sanskrit	20	77	
43900-1026-3	F		FAT (ORGANIC SUBSTANCE)	323		28233	fat (organic substance)	vásā-	sans1269	Sanskrit	20	77	
43900-1026-4	F		FAT (ORGANIC SUBSTANCE)	323		28234	fat (organic substance)	ā́ñjana-	sans1269	Sanskrit	20	77	
43900-1027-1	F		FEATHER	1201		28235	feather (not down)	pattra-	sans1269	Sanskrit	20	77	
43900-1027-2	F		FEATHER	1201		28236	feather (not down)	pakṣa-	sans1269	Sanskrit	20	77	
43900-1013-1	F		FINGERNAIL	1258		28237	fingernail	nakha-	sans1269	Sanskrit	20	77	
43900-1028-1	T		FIRE	221	T	28238	fire	anala-	sans1269	Sanskrit	20	77	
43900-1028-2	T		FIRE	221	T	28239	fire	agni-	sans1269	Sanskrit	20	77	
43900-1029-1	F		FISH	227		28240	fish (n)	matsya-	sans1269	Sanskrit	20	77	
43900-1030-1	F		FLY (MOVE THROUGH AIR)	1441		28241	to fly	pat-	sans1269	Sanskrit	20	77	
43900-1030-2	T		FLY (MOVE THROUGH AIR)	1441	T	28242	to fly	*uddrāti-, uḍḍīyatē	sans1269	Sanskrit	20	77	
43900-1031-1	F		FOOT	1301		28243	foot (not leg)	pad-	sans1269	Sanskrit	20	77	
43900-1031-2	F		FOOT	1301		28244	foot (not leg)	caraṇa-	sans1269	Sanskrit	20	77	
43900-1032-1	F		FULL	1429		28245	full	pūrṇa-	sans1269	Sanskrit	20	77	
43900-3022-1	F		DONKEY	1862		34253	donkey	rā-	sans1269	Sanskrit	20	77	
43900-1033-1	F		GIVE	1447		34253	to give	rā-	sans1269	Sanskrit	20	77	
43900-1033-2	F		GIVE	1447		34254	to give	dā-	sans1269	Sanskrit	20	77	
43900-1034-1	F		GOOD	1035		34255	good	sādhu-	sans1269	Sanskrit	20	77	
43900-1034-2	F		GOOD	1035		34256	good	vasu-	sans1269	Sanskrit	20	77	
43900-1034-3	T		GOOD	1035	T	34257	good	bhadra-	sans1269	Sanskrit	20	77	
43900-1034-4	F		GOOD	1035		34258	good	su-	sans1269	Sanskrit	20	77	
43900-1034-5	F		GOOD	1035		34259	good	śubha-	sans1269	Sanskrit	20	77	
43900-1035-1	F		GREEN	1425		34260	green (colour)	hárita-, hári-	sans1269	Sanskrit	20	77	
43900-1035-2	F		GREEN	1425		34261	green (colour)	pālāśa-	sans1269	Sanskrit	20	77	
43900-1036-1	F		HAIR (HEAD)	2648		34262	hair (of head)	kéśa-	sans1269	Sanskrit	20	77	
43900-1036-2	F		HAIR (HEAD)	2648		34263	hair (of head)	śiroruh-	sans1269	Sanskrit	20	77	
43900-1037-1	F		LEFT	244		34264	hand (not arm)	hasta-	sans1269	Sanskrit	20	77	
43900-1037-2	F		LEFT	244		34265	hand (not arm)	kará-	sans1269	Sanskrit	20	77	
43900-1037-3	F		LEFT	244		34266	hand (not arm)	pāṇí-	sans1269	Sanskrit	20	77	
43900-1038-1	F		HEAD	1256		34267	head (anatomic)	mūrdhan-	sans1269	Sanskrit	20	77	
43900-1038-2	F		HEAD	1256		34268	head (anatomic)	śíras-, śīrṣá-	sans1269	Sanskrit	20	77	
43900-1038-3	F		HEAD	1256		34269	head (anatomic)	masta-	sans1269	Sanskrit	20	77	
43900-1039-1	F		HEAR	1408		34270	to hear	śru-, śr̥ṇōti-	sans1269	Sanskrit	20	77	
43900-1040-1	F		GUTS OR HEART	2436		34271	heart (organ)	hṛd-, hṛdaya-	sans1269	Sanskrit	20	77	
43900-1040-2	T		GUTS OR HEART	2436	T	34272	heart (organ)	agramāṁsa-	sans1269	Sanskrit	20	77	
43900-3030-1	T	"MEANING: Translation given is ""heart (organ); goat"". I was not able to verify the meaning ""heart (organ)"" from the source. "	GOAT	1502	F	34273	goat	bukka-	sans1269	Sanskrit	20	77	
43900-1040-3	T	"MEANING: Translation states ""heart (organ); goat"". I was unable to verify the meaning ""heart (organ)"" in the source."	GUTS OR HEART	2436	F	34273	heart (organ)	bukka-	sans1269	Sanskrit	20	77	
43900-1041-1	F		HORN (ANATOMY)	1393		34274	horn	śr̥ṅga-	sans1269	Sanskrit	20	77	
43900-1041-2	F		HORN (ANATOMY)	1393		34275	horn	viṣā́ṇa-	sans1269	Sanskrit	20	77	
43900-1042-1	T		I	1209	T	34276	I (1sg)	ahám	sans1269	Sanskrit	20	77	
43900-1043-1	F		KILL	1417		34277	to kill	han-	sans1269	Sanskrit	20	77	
43900-1043-2	F		KILL	1417		34278	to kill	māráyati	sans1269	Sanskrit	20	77	
43900-1043-3	T		KILL	1417	T	34279	to kill	*vadhati	sans1269	Sanskrit	20	77	
43900-1044-1	F		KNEE	1371		34280	knee	jānu-	sans1269	Sanskrit	20	77	
43900-1044-2	T		KNEE	1371	T	34281	knee	aṣṭhīvát-	sans1269	Sanskrit	20	77	
43900-1044-3	F		KNEE	1371		34282	knee	kūrpara-	sans1269	Sanskrit	20	77	
43900-1045-1	F		KNOW (SOMETHING)	1410		34283	to know	jñā-, jānāti	sans1269	Sanskrit	20	77	
43900-1045-2	F		KNOW (SOMETHING)	1410		34284	to know	vid-	sans1269	Sanskrit	20	77	
43900-1045-3	F		KNOW (SOMETHING)	1410		34285	to know	buddha-	sans1269	Sanskrit	20	77	
43900-1045-4	T		KNOW (SOMETHING)	1410	T	34286	to know	*munāti	sans1269	Sanskrit	20	77	
43900-1046-1	F		LEAF	628		34287	leaf (botanics)	parṇa-	sans1269	Sanskrit	20	77	
43900-1046-2	F		LEAF	628		34288	leaf (botanics)	pattra-	sans1269	Sanskrit	20	77	
43900-1046-3	F		LEAF	628		34289	leaf (botanics)	dala-	sans1269	Sanskrit	20	77	
43900-1046-4	F		LEAF	628		34290	leaf (botanics)	chada-, chadana-	sans1269	Sanskrit	20	77	
43900-1047-1	F		LIE (MISLEAD)	601		34291	to lie (recline)	śī-, śētē	sans1269	Sanskrit	20	77	
43900-1048-1	F		LIVER	1224		34292	liver	yakṛt-	sans1269	Sanskrit	20	77	
43900-1048-2	F		LIVER	1224		34293	liver	kālēyaka-	sans1269	Sanskrit	20	77	
43900-1049-1	F		LONG	1203		34294	long (adj)	dīrgha-	sans1269	Sanskrit	20	77	
43900-1050-1	F		LOUSE	1392		34295	louse (lice)	yū́kā-	sans1269	Sanskrit	20	77	
43900-1050-2	F		LOUSE	1392		34296	louse (lice)	utkuṇa-	sans1269	Sanskrit	20	77	
43900-1051-1	F		MAN	1554		34297	man (adult male human)	mánu-, mánuṣa-, mānuṣa-, mānavá-	sans1269	Sanskrit	20	77	
43900-1051-2	F		MAN	1554		34298	man (adult male human)	márta-, mártya-	sans1269	Sanskrit	20	77	
43900-1051-3	F		MAN	1554		34299	man (adult male human)	nára-	sans1269	Sanskrit	20	77	
43900-1051-4	F		MAN	1554		34300	man (adult male human)	pumaṇs-	sans1269	Sanskrit	20	77	
43900-1051-5	F		MAN	1554		34301	man (adult male human)	vīra-	sans1269	Sanskrit	20	77	
43900-1051-6	F		MAN	1554		34302	man (adult male human)	púruṣa-	sans1269	Sanskrit	20	77	
43900-1052-1	F		BE MANY	428		34303	many	puru-	sans1269	Sanskrit	20	77	
43900-1052-2	T		BE MANY	428	T	34304	many	bahu-	sans1269	Sanskrit	20	77	
43900-1052-3	F		BE MANY	428		34305	many	bhūri-	sans1269	Sanskrit	20	77	
43900-1052-4	F		BE MANY	428		34306	many	ánēka-	sans1269	Sanskrit	20	77	
43900-1053-1	F		FLESH OR MEAT	2615		34307	meat/flesh	māṁśa-	sans1269	Sanskrit	20	77	
43900-1053-2	F		FLESH OR MEAT	2615		34308	meat/flesh	āmiśá-	sans1269	Sanskrit	20	77	
43900-1054-1	F		MOON	1313		34309	moon	mās-, mā́sa-	sans1269	Sanskrit	20	77	
43900-1054-2	F		MOON	1313		34310	moon	candra-	sans1269	Sanskrit	20	77	
43900-1054-3	F		MOON	1313		34311	moon	śaśin-	sans1269	Sanskrit	20	77	
43900-1054-4	F		MOON	1313		34312	moon	indu-	sans1269	Sanskrit	20	77	
43900-1055-1	T		MOUNTAIN	639	T	34313	mountain	acala-	sans1269	Sanskrit	20	77	
43900-1055-2	F		MOUNTAIN	639		34314	mountain	parvata-	sans1269	Sanskrit	20	77	
43900-1055-3	F		MOUNTAIN	639		34315	mountain	giri-	sans1269	Sanskrit	20	77	
43900-1056-1	F		MOUTH	674		34316	mouth	āsya-	sans1269	Sanskrit	20	77	
43900-1056-2	F		MOUTH	674		34317	mouth	múkha-	sans1269	Sanskrit	20	77	
43900-1056-3	F		MOUTH	674		34318	mouth	tuṇḍa-	sans1269	Sanskrit	20	77	
43900-1056-4	F		MOUTH	674		34319	mouth	vádana-	sans1269	Sanskrit	20	77	
43900-1056-5	F		MOUTH	674		34320	mouth	vaktrá-	sans1269	Sanskrit	20	77	
43900-1056-6	F		MOUTH	674		34321	mouth	lapana-	sans1269	Sanskrit	20	77	
43900-1057-1	F		CALL BY NAME	180		34322	name	nāman-	sans1269	Sanskrit	20	77	
43900-1058-1	F		NECK	1333		34323	neck	kaṇṭhá-	sans1269	Sanskrit	20	77	
43900-1058-2	F		NECK	1333		34324	neck	grīvā-	sans1269	Sanskrit	20	77	
43900-1058-3	F		NECK	1333		34325	neck	gala-	sans1269	Sanskrit	20	77	
43900-1059-1	F		NEW	1231		34326	new	nava-, vaya-	sans1269	Sanskrit	20	77	
43900-1060-1	F		NIGHT	1233		34327	night	nakt-	sans1269	Sanskrit	20	77	
43900-1060-2	F		NIGHT	1233		34328	night	rātrī-	sans1269	Sanskrit	20	77	
43900-1060-3	F		NIGHT	1233		34329	night	kṣap-	sans1269	Sanskrit	20	77	
43900-1060-4	F		NIGHT	1233		34330	night	niśā-	sans1269	Sanskrit	20	77	
43900-1061-1	F		NOSE	1221		34331	nose	nās-	sans1269	Sanskrit	20	77	
43900-1061-2	F		NOSE	1221		34332	nose	ghrāṇa-	sans1269	Sanskrit	20	77	
43900-1062-1	F		NOT	1240		34333	not	na	sans1269	Sanskrit	20	77	
43900-1063-1	F		ONE	1493		34334	one	eka-	sans1269	Sanskrit	20	77	
43900-1064-1	F		PERSON (CLASSIFIER)	516		34335	person (individual human)	manuṣya-	sans1269	Sanskrit	20	77	
43900-1064-2	F		PERSON (CLASSIFIER)	516		34336	person (individual human)	nārá-	sans1269	Sanskrit	20	77	
43900-1064-3	F		PERSON (CLASSIFIER)	516		34337	person (individual human)	jána-	sans1269	Sanskrit	20	77	
43900-1065-1	F		RAIN (PRECIPITATION)	658		34338	rain (n)	varṣa-	sans1269	Sanskrit	20	77	
43900-1066-1	F		RED	156		40607	red (colour)	lohita-	sans1269	Sanskrit	20	77	
43900-1066-2	F		RED	156		40608	red (colour)	rakta-	sans1269	Sanskrit	20	77	
43900-1066-3	F		RED	156		40609	red (colour)	śoṇa-	sans1269	Sanskrit	20	77	
43900-1066-4	T		RED	156	T	40610	red (colour)	aruṇá-	sans1269	Sanskrit	20	77	
43900-1067-1	F		PATH OR ROAD	2457		40611	road/path	vártman-	sans1269	Sanskrit	20	77	
43900-1067-2	T		PATH OR ROAD	2457	T	40612	road/path	adhvan-	sans1269	Sanskrit	20	77	
43900-1067-3	F		PATH OR ROAD	2457		40613	road/path	mārga-	sans1269	Sanskrit	20	77	
43900-1067-4	F		PATH OR ROAD	2457		40614	road/path	pathá-, pathí-, pánthā-	sans1269	Sanskrit	20	77	
43900-1068-1	F		ROOT	670		40615	root (botanics)	mūla-	sans1269	Sanskrit	20	77	
43900-1069-1	F		ROUND	1395		40616	round	vartula-	sans1269	Sanskrit	20	77	
43900-1069-2	T		ROUND	1395	T	40617	round	*cakrala-	sans1269	Sanskrit	20	77	
43900-1070-1	F		SAND	671		40618	sand	vālukā-	sans1269	Sanskrit	20	77	
43900-1070-2	F		SAND	671		40619	sand	sikatā-	sans1269	Sanskrit	20	77	
43900-1070-3	T		SAND	671	T	40620	sand	pāṁsú-	sans1269	Sanskrit	20	77	
43900-1071-1	F		SAY	1458		40621	to say	vac-	sans1269	Sanskrit	20	77	
43900-1071-2	F		SAY	1458		40622	to say	brū-	sans1269	Sanskrit	20	77	
43900-1071-3	F		SAY	1458		40623	to say	vádati	sans1269	Sanskrit	20	77	
43900-1072-1	F		SEE	1409		40624	to see	ikṣ-	sans1269	Sanskrit	20	77	
43900-1072-2	F		SEE	1409		40625	to see	paç-	sans1269	Sanskrit	20	77	
43900-1072-3	F		SEE	1409		40626	to see	dṛś-	sans1269	Sanskrit	20	77	
43900-1073-1	F		GRAIN	605		40627	seed (n)	bīja-	sans1269	Sanskrit	20	77	
43900-3075-1	F		SOW SEEDS	748		40628	to sow	vap-	sans1269	Sanskrit	20	77	
43900-1073-2	F		GRAIN	605		40628	seed (n)	vap-	sans1269	Sanskrit	20	77	
43900-1074-1	F		SIT	1416		40629	to sit	ās-	sans1269	Sanskrit	20	77	
43900-1074-2	F		SIT	1416		40630	to sit	sad-	sans1269	Sanskrit	20	77	
43900-1075-1	F		SKIN (HUMAN)	2613		40631	skin (person's)	carman-	sans1269	Sanskrit	20	77	
43900-1075-2	F		SKIN (HUMAN)	2613		40632	skin (person's)	tvác-	sans1269	Sanskrit	20	77	
43900-1075-3	F		SKIN (HUMAN)	2613		40633	skin (person's)	chavī́-	sans1269	Sanskrit	20	77	
43900-1076-1	F		SLEEP	1585		40634	to sleep	drai-	sans1269	Sanskrit	20	77	
43900-1076-2	F		SLEEP	1585		40635	to sleep	svap-, svapna-	sans1269	Sanskrit	20	77	
43900-1076-3	F		SLEEP	1585		40636	to sleep	sas-, *sasyati	sans1269	Sanskrit	20	77	
43900-1077-1	T		SMALL	1246	T	40637	small	alpa-	sans1269	Sanskrit	20	77	
43900-1077-2	F		SMALL	1246		40638	small	kṣudra-	sans1269	Sanskrit	20	77	
43900-1077-3	F		SMALL	1246		40639	small	ślakṣṇá-	sans1269	Sanskrit	20	77	
43900-1077-4	T		SMALL	1246	T	40640	small	*chōṭṭa-	sans1269	Sanskrit	20	77	
43900-1078-1	F		SMOKE (EMIT SMOKE)	2859		40641	smoke (n)	dhūma-	sans1269	Sanskrit	20	77	
43900-1079-1	F		STAND	1442		40642	to stand	sthā-	sans1269	Sanskrit	20	77	
43900-1080-1	F		STAR	1430		40643	star	stṛ-, tārakā-	sans1269	Sanskrit	20	77	
43900-1081-1	F		STONE (OF FRUIT)	1762		40644	stone	śilā́-	sans1269	Sanskrit	20	77	
43900-1081-2	T	MEANING. It's not clear whether the the word includes the meaning stone (of fruit).	STONE (OF FRUIT)	1762	F	40645	stone	aśman-, aśan-	sans1269	Sanskrit	20	77	MEANING 
43900-3080-1	T	MEANING. It's not clear whether the the word includes the meaning stone (of fruit).	STONE (OF FRUIT)	1762	F	40646	stone	pāṣāṇá-	sans1269	Sanskrit	20	77	
43900-1081-3	T	MEANING. It's not clear whether the the word includes the meaning stone (of fruit).	STONE (OF FRUIT)	1762	F	40646	stone	pāṣāṇá-	sans1269	Sanskrit	20	77	
43900-1081-4	F		STONE (OF FRUIT)	1762		40647	stone	úpala-	sans1269	Sanskrit	20	77	
43900-3080-2	F		STONE (OF FRUIT)	1762		40648	stone	karkara-	sans1269	Sanskrit	20	77	
43900-1081-5	F		STONE (OF FRUIT)	1762		40648	stone	karkara-	sans1269	Sanskrit	20	77	
43900-1081-6	F		STONE (OF FRUIT)	1762		40649	stone	prastará-	sans1269	Sanskrit	20	77	
43900-1082-1	F		SUN	1343		40650	sun	bhāna-	sans1269	Sanskrit	20	77	
43900-1082-2	F		SUN	1343		40651	sun	ravi-	sans1269	Sanskrit	20	77	
43900-1082-3	F		SUN	1343		40652	sun	sūrya-	sans1269	Sanskrit	20	77	
43900-1083-1	F		SWIM	1439		40653	to swim	plu-	sans1269	Sanskrit	20	77	
43900-1084-1	F		TAIL	1220		40654	tail	lāṅgūlá-	sans1269	Sanskrit	20	77	
43900-1084-2	F		TAIL	1220		40655	tail	puccha-	sans1269	Sanskrit	20	77	
43900-1084-3	F		TAIL	1220		40656	tail	śēpyā́-	sans1269	Sanskrit	20	77	
43900-1084-4	F		TAIL	1220		40657	tail	lañja-	sans1269	Sanskrit	20	77	
43900-1085-1	T		THAT	78	T	40658	that (deixis, distal)	sá/sā́	sans1269	Sanskrit	20	77	
43900-1085-2	T		THAT	78	T	40659	that (deixis, distal)	asáu	sans1269	Sanskrit	20	77	
43900-1086-1	T		THIS	1214	T	40660	this (deixis, proximal)	sá-/tá-	sans1269	Sanskrit	20	77	
43900-1086-2	T		THIS	1214	T	40661	this (deixis, proximal)	ayám, iyám	sans1269	Sanskrit	20	77	
43900-1087-1	F		THOU	1215		40662	thou (2sg)	tuvám, tvám	sans1269	Sanskrit	20	77	
43900-1088-1	F		TONGUE	1205		40663	tongue (anatomical)	jihvā-	sans1269	Sanskrit	20	77	
43900-1089-1	F		TOOTH	1380		40664	tooth (general)	dánta-	sans1269	Sanskrit	20	77	
43900-1090-1	F		TREE	906		40665	tree	vana-	sans1269	Sanskrit	20	77	
43900-1090-2	F		TREE	906		40666	tree	vṛkṣa-, *rukṣa-	sans1269	Sanskrit	20	77	
43900-1090-3	F		TREE	906		40667	tree	druma-, taru-	sans1269	Sanskrit	20	77	
43900-1091-1	T		TWO	1498	T	40668	two	dvā́	sans1269	Sanskrit	20	77	
43900-1092-1	F		WALK	1443		40669	to walk	gam-	sans1269	Sanskrit	20	77	
43900-1092-2	F		WALK	1443		40670	to walk	kramatē	sans1269	Sanskrit	20	77	
43900-1092-3	T		WALK	1443	T	40671	to walk	i-	sans1269	Sanskrit	20	77	
43900-1093-1	F		WARM (OF WEATHER)	2110		40672	warm (of weather)	uṣṇa-	sans1269	Sanskrit	20	77	
43900-1093-2	F		WARM (OF WEATHER)	2110		40673	warm (of weather)	tapta-	sans1269	Sanskrit	20	77	
43900-1094-1	F		IRRIGATE	3078		40674	water (n)	áp-	sans1269	Sanskrit	20	77	
43900-1094-2	F		IRRIGATE	3078		40675	water (n)	jala-	sans1269	Sanskrit	20	77	
43900-1094-3	T	"MEANING and POS: Translation given is ""water"" (n) which is different from ""to water"" (v) as in irrigate."	IRRIGATE	3078	F	40676	water (n)	ambhas-	sans1269	Sanskrit	20	77	
43900-1094-4	F		IRRIGATE	3078		40677	water (n)	udan-, udaká-	sans1269	Sanskrit	20	77	
43900-1094-5	F		IRRIGATE	3078		40678	water (n)	pānī́ya-	sans1269	Sanskrit	20	77	
43900-1094-6	F		IRRIGATE	3078		40679	water (n)	vā́ri-	sans1269	Sanskrit	20	77	
43900-1094-7	F		IRRIGATE	3078		40680	water (n)	nīrá-	sans1269	Sanskrit	20	77	
43900-1095-1	F		WE	1212		40681	we (1pl)	vayám	sans1269	Sanskrit	20	77	
43900-1096-1	F		WHAT	1236		40682	what?	kím	sans1269	Sanskrit	20	77	
43900-1097-1	F		WHITE	1335		40683	white (colour)	śvētá-, śvitrá-	sans1269	Sanskrit	20	77	
43900-1097-2	F		WHITE	1335		40684	white (colour)	śuklá-	sans1269	Sanskrit	20	77	
43900-1097-3	F		WHITE	1335		40685	white (colour)	pāṇḍú-, pā́ṇḍara-	sans1269	Sanskrit	20	77	
43900-1097-4	F		WHITE	1335		40686	white (colour)	gaurá-	sans1269	Sanskrit	20	77	
43900-1098-1	T		WHO	1235	T	40687	who?	ká-	sans1269	Sanskrit	20	77	
43900-1099-1	F		WOMAN	962		40688	woman	strī-	sans1269	Sanskrit	20	77	
43900-1099-2	F		WOMAN	962		40689	woman	nārī-	sans1269	Sanskrit	20	77	
43900-1099-3	F		WOMAN	962		40690	woman	jani-	sans1269	Sanskrit	20	77	
43900-1100-1	F		YELLOW	1424		40691	yellow (colour)	hari-, harita-	sans1269	Sanskrit	20	77	
43900-1100-2	F		YELLOW	1424		40692	yellow (colour)	pīta-, pītala-	sans1269	Sanskrit	20	77	
43900-12130-1	T		BIRCH	1855	T	43660	birch	bhūrjá-	sans1269	Sanskrit	20	77	
43900-3043-1	T		???			43743	jackal	niśācara-	sans1269	Sanskrit	20	77	
